<<<<<<< HEAD
name,state,swagType,lat,lng,info,website
Newberry National Volcanic Monument,Oregon,Tag,43.8121394,-121.2816712,"September 2025, site volunteer reports Newberry is out of tags for the season.  They also close for the season at the end of September for the winter and will reopen May 2026, with new tags. 
May 2025 from the volunteer who runs the program: ""Newberry national Volcanic Monument has a variety of locations throughout the monument. Our largest site is Lava Lands Visitor Center located 10 miles South of Bend, Oregon. Our other VC is in the Newberry Caldera 40 minutes south of Lava Lands. 
Both sites have our Bark Ranger Pledge cards, small and large Bandanas and Bark Tag for sale. When our Forest Service volunteers swear in the dog and human they receive a eco friendly poop bag.
Lava Lands is open 9-5 seven days a week until Sept 28 snd Paulina is open 9-4 Thursday to Sunday."" April 2025, member reports the visitor center is still closed for the season.  Be sure to call in advance. 
October 2024, member reports visitor center is closed for the season despite what the website says. Member reported a site specfic bandana and a site specific metal tag are available. 
<<<<<<< HEAD
August 2024, group moderator reported the Lava Lands visitor center has a cute free B.A.R.K. Card.   There is a free map which marks the trails. The site specific tag is sold for $5.50 and the site specific bandana is $12 and there are several colors to choose from. There is no formal program, checklist, or swearing in.  They just ask you to follow the principles. Note that the volcanic fields will cut paws like glass. A member reports the dogs loved the Paulina Lake HIke.",https://www.fs.usda.gov/recarea/deschutes/recreation/recarea/?recid=38394   page 7 of https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5300659.pdf
Ninety Six National Historic Site,South Carolina,Tag,34.1413693,-82.0159868,"In June 2024 group co-founder Ben visited the site. There is a proper certificate and free metal tag after visitng the site.  Group Admin Kim actually facilitated the creation of this program. Be sure to get the Bark Ranger info packet she created! It is a short walk, but note that a large chunk of the trail is in full sun. There are many stops and photo ops, the ranger will swear in. Knock on the Visitor Center door to alert the rangers. There is a dog water fountain on site.",https://www.nps.gov/nisi/planyourvisit/ninety-six-nhs-bark-ranger.htm
=======
August 2024, group moderator reported the Lava Lands visitor center has a cute free B.A.R.K. Card.   There is a free map which marks the trails. The site specific tag is sold for $5.50 and the site specific bandana is $12 and there are several colors to choose from. There is no formal program, checklist, or swearing in.  They just ask you to follow the principles. Note that the volcanic fields will cut paws like glass. A member reports the dogs loved the Paulina Lake HIke.",https://www.fs.usda.gov/recarea/deschutes/recreation/recarea/?recid=38394   page 7 of https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5300659.pdf
Ninety Six National Historic Site,South Carolina,Tag,34.1413693,-82.0159868,"In June 2024 group co-founder Ben visited the site. There is a proper certificate and free metal tag after visitng the site.  Group Admin Kim actually facilitated the creation of this program. Be sure to get the Bark Ranger info packet she created! It is a short walk, but note that a large chunk of the trail is in full sun. There are many stops and photo ops, the ranger will swear in. Knock on the Visitor Center door to alert the rangers. There is a dog water fountain on site.",https://www.nps.gov/nisi/planyourvisit/ninety-six-nhs-bark-ranger.htm
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Norris Dam State Park,Tennessee,Tag,36.2384119,-84.1104771,"September 2025, member reports there were tasks to complete. The tag was $5.99, but they also recieved a certificate. There are other dog items to purchase in the visitor center. 
August 2025, member reports tags in stock.  
April 2025 member reports no tags but had bandana to purchase but employee had to get it from the back.  December 2024, member reports the gift shop is closed for renovations but was told to call after New Years and they will mail a tag to them.  
November 2024, group mod reports tags for sale.  She asked about trails at the Visitor Center and The Songbird Trail across from Clinch River Brewing was recommended along with the brewery which had good food and a dog friendly patio. 
<<<<<<< HEAD
August 2024, member reports tags for sale, site specific gold color, like the other Tennessee ones.",https://tnstateparks.com/parks/norris-dam
=======
August 2024, member reports tags for sale, site specific gold color, like the other Tennessee ones.",https://tnstateparks.com/parks/norris-dam
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
North Bend State Park,West Virginia,Tag,39.2209153,-81.108696,"February 2026, trusted member shared that she and her Bark Rangers became the first ones to participate at this site.  They braved the cold and snow and hiked out to the tunnel on the West Bend Rail Trail, took in a creek side view, posed in front of the Almost Heaven swing, ate a lunch, and visited the fire pit near the amphitheater. Make sure to stop by the front desk at the lodge  or stop by the Nature Center (open seasonally) to grab the BARK Ranger brochure to get started. Complete the 5 activities and return to the lodge or nature center to earn your certificate and tag.
Well behaved leashed pets are allowed in the lodge. Super friendly park staff too! 

November 2025. Find this one at the Nature Center.  Adventure awaits you and your four-legged friend – and they can now become an official West FURginia State Park Ranger. Stop by one of the Nature Center to find out how your critter can earn their official certificate & FREE West Virginia Ranger dog tag. Bonus: We have set aside special cabins, cottages, campgrounds and lodge rooms so you and your family don’t have to leave your best pal behind when you stay overnight at a park or forest.
<<<<<<< HEAD
For parks with seasonal Nature Centers go to the front desk of the lodge/park office depending on the park.  Also, there are other items for sale some of which are colored differently depending on the park.",https://wvstateparks.com/programs/naturalist/
North Cascades National Park,Washington,Tag,48.8083485,-121.406215,"September 2025, a member reported that they purchased a tag at the Newhalem Visitor Center.  Unsure of the tag, as co-founder Ben was just there in June and was told they never had any and were not getting any.  
July 2025 member reports they were given a Jr. Ranger badge and the ranger even did a swearing in! June 2025, co-founder Ben visited and found a Bark Ranger pledge card at the Newhalem Visitor center.  At the Marblemount ranger station, they did not have them.  Their card is fairly simple and there is nothing else Bark Ranger to be found.",https://www.nps.gov/noca/planyourvisit/pets.htm
"Obed National Wild & Scenic River Visitor Center, Maiden Street, Wartburg, TN",Tennessee,Tag,36.1062056,-84.598511,"August 2025, trusted member reports tags are back in stock. 
June 2025, member reports tags out of stock but the ranger expects them in a week.  Also, Google takes you toa trailhead.  The visitor center is in the town. There is a free site specific metal dog tag to earn. 
May 2024, member reports that dogs are welcome in the Visitor Center. This was verified by the group founders as well.",https://www.nps.gov/obed/planyourvisit/bark-ranger.htm
Occoneechee State Park,Virginia,Tag,36.6078952,-78.47736,"September 2025, member reports gold tag still available. 
October 2024, member reports $5 for the tag and most trails are dog friendly.",https://www.dcr.virginia.gov/state-parks/occoneechee
=======
For parks with seasonal Nature Centers go to the front desk of the lodge/park office depending on the park.  Also, there are other items for sale some of which are colored differently depending on the park.",https://wvstateparks.com/programs/naturalist/
North Cascades National Park,Washington,Tag,48.8083485,-121.406215,"September 2025, a member reported that they purchased a tag at the Newhalem Visitor Center.  Unsure of the tag, as co-founder Ben was just there in June and was told they never had any and were not getting any.  
July 2025 member reports they were given a Jr. Ranger badge and the ranger even did a swearing in! June 2025, co-founder Ben visited and found a Bark Ranger pledge card at the Newhalem Visitor center.  At the Marblemount ranger station, they did not have them.  Their card is fairly simple and there is nothing else Bark Ranger to be found.",https://www.nps.gov/noca/planyourvisit/pets.htm
"Obed National Wild & Scenic River Visitor Center, Maiden Street, Wartburg, TN",Tennessee,Tag,36.1062056,-84.598511,"August 2025, trusted member reports tags are back in stock. 
June 2025, member reports tags out of stock but the ranger expects them in a week.  Also, Google takes you toa trailhead.  The visitor center is in the town. There is a free site specific metal dog tag to earn. 
May 2024, member reports that dogs are welcome in the Visitor Center. This was verified by the group founders as well.",https://www.nps.gov/obed/planyourvisit/bark-ranger.htm
Occoneechee State Park,Virginia,Tag,36.6078952,-78.47736,"September 2025, member reports gold tag still available. 
October 2024, member reports $5 for the tag and most trails are dog friendly.",https://www.dcr.virginia.gov/state-parks/occoneechee
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Ocmulgee Mounds National Historical Park Visitor Center,Georgia,Tag,32.837227,-83.6018436,"January 2026, member showed picture of the new site specitfic metal tag.
December 2025, member reports new tags are available.  No picture or further info provided.
November 2025, group moderator reports that according to a ranger they are in progress still of restarting their Bark Ranger program and will hopefully have site specific tags with a 2026 target. 
May 2025, member reports rangers says Bark Ranger program on hold for now.  
March 2025, a member reports that a ranger told her they lost a grant.  
March 2025, member reports they are OUT OF TAGS and was told they are still hoping to redo the Bark Ranger program. 
November 2024, member reports the Bark Ranger program continues to be suspended.  New tags hae been ordered but no ETA.  The park is extremely dog friendly. Co-founder Ben got a free small generic metal arrowhead saying ""National Bark Ranger Tag"" for completing booklet and also a purchased site specific, larger metal tag for purchase. Dogs are allowed in the Earth Lodge. 
Ben revisited in June 2024.  They were out of tags. and he was told that they were in the process of re-doing their Bark Program, inlcuding better tags. 
<<<<<<< HEAD
August 2024 member reported the same situation.",https://www.nps.gov/ocmu/index.htm
"Okefenokee National Wildlife Refuge 4155 Suwannee Canal Road, Folkston, GA 31537",Georgia,Tag,30.8305818,-82.0097846,"**March 2026, member reports that gators/snakes are to be watched out for and claims there have been poor gator/snake/dog interactions on the trails.  Keep eyes open.
**February 2025, member reports tags are in stock and there is a cute certificate.  A second person is needed as dogs not allowed inside. There are chickens and gators on the grounds. 
November 2024, member reports there is an active program.  The website says take a pledge and get a certificate. The website also mentions that if there are a high number of dog/wildlife or dog/human incidents reported, the refuge may restrict or eliminate dog visits. Richard S Bolt Visitor Center is where to find certificates and they are expecting to get tags. Tags not yet in and member was told they would get them mailed.",https://www.fws.gov/refuge/okefenokee/visit-us/activities/dog-walking
